WhN,Material,MTyp,Material Description,SP,SR,SecIn,BSI,LE quantity,BUn,SUT,LE quantity,BUn,SUT,LE quantity,BUn,SUT,Text,Net Weight,WUn
703,5060002085,ROH,"Carton Top 45""                          ",0SV,***,12,,500,PC,P04,0,PC,,0,PC,,No,0,
703,5060002469,ROH,Knob SGS/X 304 Left/Right Blk,50,50,1,,10,PC,P14,0,PC,,0,PC,,No,0,
703,5060002535,ROH,Carton,,,,,,,,,,,,,,,,
703,5060002850,ROH,Switch Power Harnerss SGS304,50,***,440,,10,PC,P04,10,PC,P04,10,PC,P04,No,0,
703,5060002885,ROH,"Wire Lead Red 28""                       ",50,51,440,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002887,ROH,"Wire Lead Black 32""                     ",50,51,440,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002847,ROH,Switch Power Harness SGS365,50,***,440,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060003460,ROH,Knob - Ring Bosch Cooktop,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060003474,ROH,Knob,,,,,,,,,,,,,,,,
703,5060003493,ROH,CAF 99 AXAD Black,,,,,,,,,,,,,,,,
703,5060003511,ROH,Bar For Connecting Elements (52.15),50,50,1,,5,PC,P14,0,PC,,0,PC,,No,0,
703,5060003496,ROH,Profile Left and Right,0SV,***,1,1,3,PC,P04,3,PC,P04,3,PC,P04,No,0,WUn
703,5060003520,ROH,Jet Holder 6,,,,,,,,,,,,,,,,
703,5060001918,ROH,Cover Exhaust VTN30RQ (ref),,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002014,ROH,Brace,,,,,,,,,,,,,,,,
703,5060002222,ROH,20ga 48X96 T304S 2B-FIN NOCOAT,,,,,0,PC,,0,PC,,0,PC,,No,21,
703,5060002227,ROH,FELT 3/16 x 1/2 ADHESIVE BACK,50,50,1,,8,,,,,,,,,,,
703,5060002109,ROH,Lampshade Assy,,,,,,,,,,,,,,,,
703,5060002153,ROH,Insulation/Electronic Housing,0SV,***,1,,2.7,PC,P04,0,PC,,0,PC,,No,0,
703,5060002539,ROH,Wire,,,,,,,,,,,,,,,,
703,5060002556,ROH,Four Burner Spark Wire Harness,50,***,440,,8,PC,P04,8,PC,P04,8,PC,P04,No,0,
703,5060002557,ROH,Five Burner Spark Wire Harness,50,***,440,,8,PC,P04,8,PC,P04,8,PC,P04,No,0,
703,5060002542,ROH,Faston Terminal,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002544,ROH,Lamp Return Lead SGS/X,0SV,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002559,ROH,Four Burner Spark Harness (Simmer),50,***,440,,8,PC,P04,8,PC,P04,8,PC,P04,No,0,
703,5060002951,ROH,Handle,,,,,,,,,,,,,,,,
703,5060002932,ROH,Screw,,,,,,,,,,,,,,,,
703,5060002946,ROH,Glass,,,,,,,,,,,,,,,,
703,5060002949,ROH,Handle,,,,,,,,,,,,,,,,
703,5060003567,ROH,Filter,,,,,,,,,,,,,,,,
703,5060003572,ROH,Counter Trim,,,,,,,,,,,,,,,,
703,5060003583,ROH,Counter Trim,,,,,,,,,,,,,,,,
703,5060002224,ROH,22ga36x82 T304s#4F PE-W-1S BRSH,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002265,ROH,SWITCH,,,,,,,,,,,,,,,,
703,5060002231,ROH,WELD NUT #10-32 ZNC,53,***,1,,500,PC,C42,0,PC,,0,PC,,No,0,
703,5060002249,HALB,DRIVE LINK W/A,0SV,***,1,,1,PC,P04,0,PC,,0,PC,,No,0,
703,5060002560,ROH,Five Burner Spark Wire Harness (Simmer),50,***,,,8,PC,P04,8,PC,P04,8,PC,P04,No,0,
701,5060002523,ROH,Grates Pack,,,,,,,,,,,,,,,,
703,5060002523,ROH,Grates Pack,,,,,,,,,,,,,,,,
703,5060002538,ROH,Wire,,,,,,,,,,,,,,,,
703,5060002541,ROH,Wire,,,,,,,,,,,,,,,,
703,5060002553,ROH,Vent Grill 45 Blk,51,50,1,,10,PC,P14,10,PC,P14,10,PC,P14,No,0,
703,5060002952,ROH,Handle,,,,,,,,,,,,,,,,
703,5060003026,ROH,Gasket,,,,,,,,,,,,,,,,
703,5060003105,ROH,Glass,,,,,,,,,,,,,,,,
703,5060003111,ROH,Rivet,,,,,,,,,,,,,,,,
703,5060003114,ROH,Bezel,,,,,,,,,,,,,,,,
703,5060003031,HALB,Chamber,,,,,,,,,,,,,,,,
703,5060003565,ROH,Rear Seal,50,50,1,,1,PC,P14,0,PC,,0,PC,,No,0,
703,5060003564,ROH,"Front Seal 30""                          ",50,50,1,,1,PC,P14,0,PC,,0,PC,,No,0,
703,5060003569,ROH,Filter,,,,,,,,,,,,,,,,
703,5060003576,ROH,Counter Trim,,,,,,,,,,,,,,,,
703,5060003578,ROH,Snorkel,,,,,,,,,,,,,,,,
703,5060002140,ROH,"Glass Curved for Thermador CET30""/White ",50,***,1,,200,PC,P04,0,PC,,0,PC,,No,0,
703,5060002141,ROH,"Glass Curved for Thermador CET 36""/White",50,50,1,,75,PC,P14,0,PC,,0,PC,,No,0,
703,5060002238,ROH,SCREW 10-32X1/4 PH RD/ZC,53,***,1,,100.000.000,PC,C42,0,PC,,0,PC,,No,0,
703,5060002258,ROH,SLIDE ASSY,,,,,,,,,,,,,,,,
703,5060002111,ROH,Lampbox PTD Silver,50,50,1,,1,PC,P14,0,PC,,0,PC,,No,0,
703,5060002191,ROH,Brace,,,,,,,,,,,,,,,,
703,5060002528,ROH,Carton,,,,,,,,,,,,,,,,
703,5060002548,ROH,Wire,,,,,,,,,,,,,,,,
703,5060002549,ROH,Wire,,,,,,,,,,,,,,,,
703,5060002550,ROH,Vent Grill 36 Blk,50,***,440,,10,PC,P14,10,PC,P14,10,PC,P14,No,0,
703,5060002593,ROH,PHZ Foam Corner Block,,,,,0,PC,,0,PC,,0,PC,,No,220,
703,5060003037,ROH,Nut,,,,,,,,,,,,,,,,
703,5060003107,ROH,End Cap,,,,,,,,,,,,,,,,
703,5060003125,HALB,Maintop,,,,,,,,,,,,,,,,
703,5060002962,ROH,End Cap,,,,,,,,,,,,,,,,
703,5060003051,ROH,Screw,,,,,,,,,,,,,,,,
703,5060003521,ROH,Main Jet 6,,,,,,,,,,,,,,,,
703,5060003539,ROH,Top Cap,,,,,,,,,,,,,,,,
703,5060003575,ROH,Counter Trim,,,,,,,,,,,,,,,,WUn
703,5060003525,ROH,Valve 210 (6.5k) Green,50,***,440,,10,PC,P04,10,PC,P04,10,PC,P04,No,0,
703,5060003581,ROH,"Counter Trim Rear 30"" Brushed & Anodized",50,50,1,,25,PC,P14,0,PC,,0,PC,,No,0,
703,5060003587,ROH,"Counter Trim Rear 45""Brushed & Anodized ",50,50,1,,25,PC,P14,0,PC,,0,PC,,No,0,
703,5060002226,ROH,22ga 48X96 T304S 2B-FIN NOCOAT,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002228,ROH,RIVET 1/8X1/8 SS,53,***,1,,2,PC,C42,2,PC,C42,2,PC,C42,No,0,
703,5060002241,ROH,SCREW #6-32x3/16 PH PN,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002112,ROH,Lampbox Back PTD Silver,50,50,1,,200,PC,P14,0,PC,,0,PC,,No,0,
703,5060002139,ROH,Brkt,,,,,,,,,,,,,,,,
703,5060002212,ROH,STUD,,,,,,,,,,,,,,,,
703,5060002598,ROH,Blue LED Lens Cover,,,,,,,,,,,,,,,,
703,5060002606,ROH,Transformer 120V Primary to 12V Second,50,50,1,,500,PC,P14,0,PC,,0,PC,,No,0,
703,5060002624,ROH,Transition W/Damper,50,50,1,,40,PC,P14,0,PC,,0,PC,,No,0,
703,5060003130,ROH,Porcelain Pyrolytic/Grey,50,***,4,,907,,,,,,,,,,,
703,5060003168,ROH,22 Ga ASTM A-424,,,,,,,,,,,,,,,,
703,5060003022,ROH,Vent Pipe,,,,,,,,,,,,,,,,
703,5060003025,ROH,Insulation,,,,,,,,,,,,,,,,
703,5060003092,ROH,Panel,,,,,,,,,,,,,,,,
703,5060003138,ROH,Wire Harness,,,,,,,,,,,,,,,,
703,5060001411,ROH,WHEEL,,,,,,,,,,,,,,,,
703,5060001439,ROH,WHEEL,,,,,,,,,,,,,,,,
703,5060002267,ROH,MOTOR,,,,,,,,,,,,,,,,
703,5060002283,ROH,END CAP,,,,,,,,,,,,,,,,
703,5060002301,ROH,BEZEL,,,,,,,,,,,,,,,,
703,5060002309,ROH,"TOP-END CAP ASSY 36"" BLK                ",50,***,1,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002271,ROH,CORD,,,,,,,,,,,,,,,,
703,5060002561,ROH,Six Burner Spark Wire Harness (Simmer),50,***,440,,10,PC,P04,10,PC,P04,10,PC,P04,No,0,
703,5060002600,ROH,PH36-48zS IR Wire Harness,50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060002609,ROH,Halogen Lamp Assy,50,50,1,,2,PC,P14,0,PC,,0,PC,,No,0,
703,5060002564,HALB,Bracket,,,,,,,,,,,,,,,,
703,5060002580,ROH,PH30ZS Wood Mounting Bracket,50,50,1,,1,PC,P14,0,PC,,0,PC,,No,760,
703,5060003034,ROH,Motor,,,,,,,,,,,,,,,,
703,5060003062,ROH,SCREW SHEET METAL #8X5/16 T20 ZN,100,***,1,,500,PC,P04,10,PC,P04,10,PC,P04,No,0,
703,5060003106,ROH,End Cap,,,,,,,,,,,,,,,,
703,5060003116,ROH,Screw,,,,,,,,,,,,,,,,
703,5060003131,ROH,22ga. ASTM A-424,,,,,,,,,,,,,,,,
703,5060002960,ROH,SCREW SHEET METAL #8X1 T20 ZN,100,***,1,,25,PC,P04,3,PC,P04,3,PC,P04,No,0,
703,5060003035,ROH,Fan Blade,50,51,440,,7.38,PC,P14,280,PC,P04,280,PC,P04,No,0,
703,5060001426,HALB,WELDING ANGLE (2 UP),0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
703,5060001430,ROH,MOTOR VTR1000Q,50,50,1,,120,PC,P14,0,PC,,0,PC,,No,0,
701,5060001464,ROH,ROD 1/4-20 x 8.5,50,***,1,,50,PC,P14,0,PC,,0,PC,,No,0,
703,5060001464,ROH,ROD 1/4-20 x 8.5,53,***,1,,15,PC,C42,0,PC,,0,PC,,No,0,
703,5060001477,ROH,LENS,,,,,,,,,,,,,,,,
703,5060001398,ROH,FILTER (VCK-1),50,***,1,,200,PC,P04,0,PC,,0,PC,,No,0,
703,5060002272,ROH,STRAIN RELIEF (TYPE-SJT 18/3),100,***,1,,5,PC,P04,500,PC,P04,500,PC,P04,No,0,
703,5060002279,ROH,BEZEL,,,,,,,,,,,,,,,,
703,5060002286,ROH,END CAP,,,,,,,,,,,,,,,,
703,5060002273,ROH,SWITCH,,,,,,,,,,,,,,,,
703,5060002276,ROH,KNOB,,,,,,,,,,,,,,,,
703,5060002285,ROH,END CAP,,,,,,,,,,,,,,,,
703,5060002599,ROH,Lens Cover Retainer Ring,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002701,ROH,PH48ZS Wood Mounting Bracket,50,50,1,,1,PC,P14,0,PC,,0,PC,,No,1,
703,5060002755,ROH,Clamp,,,,,,,,,,,,,,,,
703,5060003036,ROH,Washer,,,,,,,,,,,,,,,,
703,5060003047,ROH,Terminal Block,,,,,,,,,,,,,,,,
703,5060003135,ROH,Grille,,,,,,,,,,,,,,,,
703,5060003020,ROH,Element,,,,,,,,,,,,,,,,
703,5060003076,ROH,SCREW SHEET METAL #8X5/16 T20 ZN,100,***,1,,300,PC,P04,300,PC,P04,300,PC,P04,No,0,
703,5060003123,ROH,Glass,,,,,,,,,,,,,,,,
703,5060003207,ROH,Decorative Strip Left Side,0SV,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060001434,ROH,MOTOR 115V 60HZ (VTN600Q),50,50,1,,150,PC,P14,0,PC,,0,PC,,No,0,WUn
703,5060001486,ROH,FILTER AUX,50,50,1,,4,PC,P14,0,PC,,0,PC,,No,0,
703,5060001497,ROH,RIVET,,,,,,,,,,,,,,,,
703,5060001400,ROH,GUARD,,,,,,,,,,,,,,,,
703,5060001482,ROH,SWITCH,,,,,,,,,,,,,,,,
703,5060001513,ROH,LOCKNUT,,,,,,,,,,,,,,,,
703,5060002277,ROH,BEZEL,,,,,,,,,,,,,,,,
703,5060002284,ROH,END CAP,,,,,,,,,,,,,,,,
703,5060002287,ROH,O-RING,,,,,,,,,,,,,,,,
703,5060002339,ROH,Cap,,,,,,,,,,,,,,,,
703,5060002425,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002666,ROH,Knob,,,,,,,,,,,,,,,,
703,5060002678,ROH,PH42ZS Wood Mounting Bracket,50,50,1,,100,PC,P14,0,PC,,0,PC,,No,760,
703,5060003211,ROH,Reflective Foil SGS/X365,0SV,***,1,,2,PC,P04,2,PC,P04,2,PC,P04,No,0,
703,5060003204,ROH,Residual Heat Indicator w/4 Lamps,50,50,1,,2.5,PC,P14,0,PC,,0,PC,,No,0,
703,5060003212,ROH,Reflective Foil SGS/X456,50,***,440,,500,PC,P04,500,PC,P04,500,PC,P04,No,0,
703,5060003231,ROH,PVC 105 deg Stranded Wire,50,50,1,,10,,,,,,,,,,,
703,5060001529,ROH,CONNECTOR,,,,,,,,,,,,,,,,
703,5060001625,ROH,TERMINAL,,,,,,,,,,,,,,,,
703,5060001642,ROH,Star Washer #10 p/n 33735,100,***,1,,30,PC,P04,30,PC,P04,30,PC,P04,No,0,
703,5060001680,ROH,washer .200ID SS,F01,***,1,,2,PC,P04,2,PC,P04,2,PC,P04,No,0,G
703,5060001752,ROH,Tape,,,,,,,,,,,,,,,,
703,5060002380,ROH,"Burner Cap ""B"" Star  Matte Blk          ",50,50,1,,5,PC,P14,0,PC,,0,PC,,No,0,
703,5060002389,ROH,Valve Assy 280 (12000),0SV,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002415,ROH,Jet Holder 8000 Assy NG,50,***,440,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002735,ROH,PH54ZS WOOD MOUNTING BRACKET,50,50,1,,100,PC,P14,0,PC,,0,PC,,No,1,
703,5060002752,ROH,"30"" I R Wire Harness                    ",50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060002626,ROH,22 GA 48x88 T304S#4F/BP PE-C3.5,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002665,ROH,Knob,,,,,,,,,,,,,,,,
703,5060003203,ROH,Residual Heat Indicator w/5 Lamps,50,50,1,,3.5,PC,P14,0,PC,,0,PC,,No,0,
703,5060003261,HALB,Maintop,,,,,,,,,,,,,,,,
703,5060003269,ROH,Glass,,,,,,,,,,,,,,,,
703,5060003282,ROH,Element,,,,,,,,,,,,,,,,
703,5060003183,ROH,Blank  Steel,,,,,,,,,,,,,,,,
703,5060003205,ROH,Switch w/Bag,0SV,***,1,,2.2,PC,P04,0,PC,,0,PC,,No,0,
703,5060003208,ROH,Decorative Strip Right Side,50,50,1,,5,PC,P14,0,PC,,0,PC,,No,0,
703,5060001681,ROH,Printing Ribbon,,,,,,,,,,,,,,,,
703,5060001683,ROH,Power Cord,50,51,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060001712,ROH,Spark Re-Ignitor 6 burner 2nd generation,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060001753,ROH,.125 x 2,,,,,,,,,,,,,,,,
703,5060001530,ROH,Protective Bush,51,***,1,,1,PC,P04,0,PC,P04,1,PC,,No,50,
703,5060001562,ROH,STAND OFF 9.5MM x 4MM OD,50,50,1,,50,PC,P14,0,PC,,0,PC,,No,0,
703,5060002405,HALB,Brkt,,,,,,,,,,,,,,,,
703,5060002427,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002428,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002344,ROH,Cap,,,,,,,,,,,,,,,,
703,5060002348,ROH,Adhesive Tape 4008 3M 3.2x6.35x31.75mm,52,52,1,,100,PC,P04,100,PC,P04,100,PC,P04,No,0,
703,5060002390,ROH,Valve Assy 280 (8000),0SV,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002655,ROH,PH36ZS Wood Mounting Bracket,50,50,1,,400,PC,P14,0,PC,,0,PC,,No,840,
703,5060003210,ROH,Reflective Foil SGS/X304,0SV,***,1,,2,PC,P04,2,PC,P04,2,PC,P04,No,0,
703,5060003286,ROH,Gasket,,,,,,,,,,,,,,,,
703,5060003402,ROH,Manual,,,,,,,,,,,,,,,,
703,5060003429,ROH,Power Harness NEM 73,50,50,1,,5,PC,P14,0,PC,,0,PC,,No,0,
703,5060003435,ROH,Glass,,,,,,,,,,,,,,,,
703,5060001627,ROH,SCREW 8-32x1/4 PH RD ZC TYPE C,53,***,1,,5,PC,C42,5,PC,C42,5,PC,C42,No,0,
703,5060001635,ROH,TAPE,,,,,,,,,,,,,,,,
703,5060001870,HALB,Frame Internal/Small Electronic Housing,0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
703,5060001874,HALB,"Profile Front and Back for 30""          ",0SV,***,1,,50,PC,P04,0,PC,,0,PC,,No,0,
703,5060001883,ROH,"Glass Curved/Thermador CEP45""/Black     ",0SV,***,4,,100,PC,P04,0,PC,,0,PC,,No,0,
703,5060002393,ROH,Manifold SGS/X365,0SV,***,1,,55,PC,P04,55,PC,P04,55,PC,P04,No,0,
703,5060002399,HALB,R/I Box SGS/SGSX365,0SV,***,1,,500,PC,P04,500,PC,P04,500,PC,P04,No,0,WUn
703,5060002387,ROH,Valve Assy 210 (12000),0SV,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060002418,ROH,Jet Holder 12000 Assy NG,50,***,440,,15,PC,P04,15,PC,P04,15,PC,P04,No,0,
703,5060002419,ROH,Main Jet 12000 BTU NG,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002429,ROH,Tubing,,,,,,,,,,,,,,,,G
703,5060002432,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002806,ROH,Grate Foot Assembly,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060003397,ROH,Manual,,,,,,,,,,,,,,,,
703,5060003403,ROH,Instruction,,,,,,,,,,,,,,,,
703,5060003409,ROH,Instruction,,,,,,,,,,,,,,,,
703,5060003431,ROH,Ignitor Spring,50,50,1,,40,PC,P14,0,PC,,0,PC,,No,0,
703,5060003349,ROH,Pilot Lite,52,52,1,,30,PC,P04,30,PC,P04,30,PC,P04,No,0,
703,5060003384,HALB,Maintop,,,,,,,,,,,,,,,,
703,5060001889,ROH,Antishort Bushing No. 3,51,51,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060001783,HALB,"Profile Front/Back for 36""              ",0SV,***,1,,50,PC,P04,0,PC,,0,PC,,No,0,
703,5060001785,HALB,Support (left)/Terminal and Cable Clamp,0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
703,5060001788,ROH,Cable Clamp/Main Power Cable CE,50,***,1,,10.000.000,PC,P04,0,PC,,0,PC,,No,0,
703,5060001839,ROH,"Flex Conduit 3/4""                       ",50,52,4,,914,,,,,,,,,,,
703,5060001872,ROH,"Glass Curved/Thermador CET 36""/Black    ",0SV,***,4,,96,PC,P04,0,PC,,0,PC,,No,0,
703,5060001777,HALB,Frame Internal/large Electronic Housing,0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
703,5060002407,HALB,Brkt,,,,,,,,,,,,,,,,
703,5060002421,ROH,Main Jet 15000 BTU NG,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060002423,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002426,ROH,Tubing,,,,,,,,,,,,,,,,
703,5060002379,ROH,"Burner Cap ""C"" Star  Matte Blk          ",50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060002386,ROH,Manifold SGS/X304,50,51,110,,100,PC,P04,100,PC,P04,100,PC,P04,No,0,
703,5060001240,ROH,PIN,,,,,,,,,,,,,,,,
703,5060001222,ROH,SCREW,,,,,,,,,,,,,,,,
703,5060000574,ROH,VALVE ASSY 210 ORANGE,50,***,1,,9.4,PC,P04,0,PC,,0,PC,,No,0,
703,5060000540,HALB,BRKT,,,,,,,,,,,,,,,,
703,5060000561,ROH,FOIL,,,,,,,,,,,,,,,,
703,5060000573,ROH,VALVE ASSY 210 BLUE,50,51,1,,9.4,PC,P04,0,PC,,0,PC,,No,0,
703,5060000592,ROH,TUBING,,,,,,,,,,,,,,,,
703,5060000495,ROH,CORD,,,,,,,,,,,,,,,,
703,5060000549,ROH,Terminal Block W/Strain Relief,51,51,1,,600,PC,P04,400,PC,P04,400,PC,P04,No,0,
703,5060000556,ROH,TUBING,,,,,,,,,,,,,,,,
703,5060000636,ROH,SPARK MODULE 4PT(NO TIME DELAY,52,50,1,,1,PC,P04,0,PC,,0,PC,,No,0,
703,5060001229,ROH,WASHER,,,,,,,,,,,,,,,,
703,5060001237,ROH,HEX SPACER NUT 10 24-3/4 LG,53,***,1,,5,PC,C42,0,PC,,0,PC,,No,0,
703,5060000024,ROH,ELEMENT,,,,,,,,,,,,,,,,
703,5060000048,ROH,WIRES FINAL/ST12,50,50,1,,1.2,PC,P14,0,PC,,0,PC,,No,0,
703,5060000063,ROH,LENS,,,,,,,,,,,,,,,,
703,5060000029,ROH,LENS,,,,,,,,,,,,,,,,
703,5060000036,ROH,TAPE,,,,,,,,,,,,,,,,
703,5060000040,ROH,TAPE,,,,,,,,,,,,,,,,
703,5060000045,ROH,BAG,,,,,,,,,,,,,,,,
703,8001063078,ROH,Venturi,,,,,,,,,,,,,,,,
703,5060000600,ROH,MANIFOLD SGC304/SGCS304,0SV,***,1,,300,PC,P04,0,PC,,0,PC,,No,0,
703,5060000624,ROH,CLIP,,,,,,,,,,,,,,,,
703,5060000662,ROH,Screw 8-32 x 1/4 PH TR HD TYPE NKL,53,***,1,,100,PC,P04,100,PC,P04,100,PC,P04,No,0,
703,5060001189,ROH,BUSHING,,,,,,,,,,,,,,,,
703,5060001218,ROH,BOLT MACH 1/4-20X5-1/2 HEX,50,50,1,,2,PC,P14,0,PC,,0,PC,,No,0,
703,5060001219,ROH,STUD,,,,,,,,,,,,,,,,
703,5060001228,ROH,WASHER,,,,,,,,,,,,,,,,
703,5060000075,ROH,TERMINAL,,,,,,,,,,,,,,,,
703,5060000003,ROH,CONDUIT,,,,,,,,,,,,,,,,
703,5060000080,ROH,WASHER,,,,,,,,,,,,,,,,
703,5060000656,ROH,INSTRUCTIONS,,,,,,,,,,,,,,,,
703,5060000735,ROH,Jet Holder Body (#GD-403-002-4),,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060001384,ROH,GROMMET (VM&VCK300),50,50,1,,19.2,PC,P14,0,PC,,0,PC,,No,0,
703,5060001409,ROH,VIBRATION MOUNT,50,50,1,,24,PC,P14,0,PC,,0,PC,,No,0,WUn
703,5060001453,ROH,MOTOR,50,50,1,,180,PC,P14,0,PC,,0,PC,,No,0,
703,5060000223,ROH,SCREW,,,,,,,,,,,,,,,,
703,5060000234,ROH,SCREW 6X3/8 PH PN HD TYPE A,53,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,5060000239,ROH,SCREW 8 X 1/4 PH PN TYPE B,52,***,1,,10,PC,P04,10,PC,P04,10,PC,P04,No,0,
703,5060000243,ROH,WASHER.190IDx.500ODx.0366t NKL,0SV,***,1,,75,PC,P04,75,PC,P04,75,PC,P04,No,0,
703,5060000091,ROH,TERMINAL (AMP #61944-2),50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,G
703,5060000124,ROH,"FOAM ""A"" COMP.                          ",50,***,4,,249,,,,,,,,,,,
703,5060000593,ROH,TUBING,,,,,,,,,,,,,,,,
703,5060000601,ROH,TUBING,,,,,,,,,,,,,,,,
703,5060000635,ROH,RECEPTACLE (50-16-0283),,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060001028,ROH,IMPELLER (CW) (H98/HB),50,50,1,,224,PC,P14,0,PC,,0,PC,,No,0,
703,5060001233,ROH,WING NUT,,,,,,,,,,,,,,,,
703,5060001340,ROH,MOTOR VR1400/VTR1400Q,50,50,1,,150,PC,P14,0,PC,,0,PC,,No,0,
703,5060001385,ROH,GROMMET,,,,,,,,,,,,,,,,
701,5060000240,ROH,SCREW SHEET METAL #8X3/8 PH ZN,,,,,10,PC,,0,PC,,0,PC,,No,0,
703,5060000240,ROH,SCREW SHEET METAL #8X3/8 PH ZN,50,***,440,,100,PC,P04,100,PC,P04,100,PC,P04,No,0,
703,5060000244,ROH,WASHER,,,,,,,,,,,,,,,,
703,5060000100,ROH,"BUSHING 1/2""OD (OCB-500)                ",53,***,1,,6.5,PC,C42,6.5,PC,C42,6.5,PC,C42,No,0,
703,5060000130,ROH,LABEL,,,,,,,,,,,,,,,,
703,5060000222,ROH,SCREW 10-32x3/8PHTRSF/NKL SEMS,53,***,1,,5,PC,C42,5,PC,C42,5,PC,C42,No,0,
703,5060000229,ROH,SCREW MACHINE #10X2-1/2 PH ZN,50,***,440,,100,PC,P04,100,PC,P04,100,PC,P04,No,0,
703,5060000612,ROH,FOIL,,,,,,,,,,,,,,,,
703,5060000836,HALB,DRAWER,,,,,,,,,,,,,,,,
703,5060001345,ROH,DOME W/HOLES ZNC PLTD,50,50,1,,375,PC,P14,0,PC,,0,PC,,No,0,
703,5060001383,ROH,CAPACITOR,,,,,,,,,,,,,,,,
703,5060001389,ROH,HOUSING DOOR SPRING,50,50,1,,15,PC,P14,0,PC,,0,PC,,No,0,
703,5060001393,ROH,SPRING (VRD6&10,,,,,,,,,,,,,,,,
703,5060001343,ROH,CAPACITOR,,,,,,,,,,,,,,,,
703,5060001348,ROH,OUTSIDE BOX COVER,50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060001356,ROH,INSULATOR 3MP/N4508 36yds/roll,0SV,***,1,,1.5,,,,,,,,,,,
703,5060000098,ROH,TERMINAL (AMP 2-520128-2),50,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
703,5060000214,ROH,SCREW 6-32X1/4 PHPN ZNC TYPE C,53,***,1,,1,PC,C42,1,PC,C42,1,PC,C42,No,0,
703,5060000219,ROH,WELD STUD 8-32X3/4 SS,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060000225,ROH,SCREW #8-32 X 1/4 PH PN HD,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,5060000231,ROH,SCREW,,,,,,,,,,,,,,,,
703,5060000079,ROH,SWITCH,,,,,,,,,,,,,,,,
703,5060000085,ROH,TIE,,,,,,,,,,,,,,,,
703,5060000859,ROH,GASKET,,,,,,,,,,,,,,,,
703,5060000869,ROH,FIBERGLASS CUT WD27Q,50,***,12,,80,PC,P14,0,PC,,0,PC,,No,0,
703,5060000848,ROH,SWITCH,,,,,,,,,,,,,,,,
703,5060001408,ROH,WHEEL,,,,,,,,,,,,,,,,
703,5060001425,HALB,SCROLL INLET PLATE,0SV,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,G
703,5060001435,ROH,CAPACITOR,,,,,,,,,,,,,,,,
703,5060001438,ROH,WHEEL,,,,,,,,,,,,,,,,
703,5060001462,ROH,EXHAUST COVER VTN30RQ,50,50,1,,225,PC,P14,0,PC,,0,PC,,No,0,
703,5060001401,ROH,KNOB,,,,,,,,,,,,,,,,
703,5060001412,ROH,WHEEL,,,,,,,,,,,,,,,,
703,5060000125,ROH,"FOAM ""B"" COMP.                          ",50,***,4,,470,,,,,,,,,,,
